yyyy-mm-dd, hh:mm:ss.ss, lat, lon, depth, ML, Nsta, RMS, intensity, locality
1982-11-04, 06:56:08.1, 62.420, 2.160, 15.0, 2.3, , , ," NORTH SEA "
1982-11-06, 05:24:14.3, 55.850, -3.120, 1.2, 1.0, , , ," ROSEWELL,LOTHIAN "
1982-11-16, 05:53:15.5, 55.850, -3.130, 1.5, 0.8, , , ," ROSEWELL,LOTHIAN "
1982-11-17, 16:14:37.1, 53.230, -1.720, 5.0, 1.6, , , ," BUXTON,DERBYSHIRE "
1982-11-18, 14:44:49.0, 60.100, 4.600, , 2.6, , , ," NORWEGIAN COAST "
1982-11-21, 14:11:53.6, 50.370, -5.240, 7.7, 0.6, , , ," OFF PERRANPORTH,CORN "
1982-11-22, 14:07:41.4, 55.700, -3.290, 7.6, 0.9, , , ," NR PEEBLES,BORDERS "
1982-11-23, 16:58:37.1, 60.860, 2.680, 10.3, 2.0, , , ," NORTH SEA "
1982-11-26, 20:51:16.1, 62.680, 2.490, 26.7, 2.5, , , ," NORTH SEA "
1982-11-30, 11:17:21.9, 50.120, -5.030, 3.4, -0.1, , , ," FALMOUTH BAY,CORNWALL "
1982-12-06, 14:43:31.0, 60.000, 4.700, , 2.5, , , ," NORWEGIAN COAST "
1982-12-08, 22:02:19.2, 55.850, -3.130, 0.3, 0.6, , , ," ROSEWELL,LOTHIAN "
1982-12-09, 13:58:12.0, 59.700, 4.500, , 2.4, , , ," NORWEGIAN COAST "
1982-12-10, 02:01:00.0, 52.000, -5.700, , 1.3, , , ," ST GEORGES CHANNEL "
1982-12-11, 23:01:54.3, 50.330, -4.970, 2.6, 0.0, , , ," NR LADCOCK,CORNWALL "
1982-12-13, 01:08:17.0, 52.300, -6.430, , 0.9, , , ," DRINAGH, WEXFORD "
1982-12-15, 22:41:31.6, 55.930, -3.190, 9.0, 0.7, , , ," DANDERHALL,LOTHIAN "
1982-12-19, 12:37:27.5, 56.090, -4.200, 5.0, 0.8, , , ," NEAR KIPPEN,CENTRAL "
1982-12-22, 04:45:16.2, 57.400, -5.370, 1.5, 1.4, , , ," ATTADALE FOREST,HIGH "
1982-12-27, 18:15:04.4, 62.130, 2.190, 15.0, 3.6, , , ," NORTH SEA "
1982-12-30, 03:46:05.7, 50.520, -4.620, 4.9, 1.0, , , ," NE BODMIN,CORNWALL "
1983-01-04, 02:40:19.0, 58.400, -1.200, , , , , ," NORTH SEA "
1983-01-05, 01:04:37.6, 62.240, 1.730, 15.0, 2.8, , , ," NORTH SEA "
1983-01-17, 00:42:55.0, 61.500, 3.300, , 2.0, , , ," NORTH SEA "
1983-01-21, 03:58:08.0, 62.300, 2.400, , , , , ," NORTH SEA "
1983-01-26, 17:20:23.6, 50.170, -4.510, 7.6, 1.0, , , ," S OF POLPERRO,CORNWL "
1983-01-27, 16:03:20.6, 56.620, -2.640, 3.5, 1.6, , , ," FORFAR,TAYSIDE "
1983-01-27, 23:06:17.8, 61.540, 1.660, 15.0, 2.2, , , ," NORTH SEA "
1983-01-28, 18:25:31.0, 55.250, -3.400, 15.0, 1.4, , , ," LOCKERBIE,DUMF&GA "
1983-02-01, 20:07:21.0, 49.760, -5.700, 5.0, 1.4, , , ," SW LIZARD PT,CORNWALL "
1983-02-13, 02:45:03.2, 61.350, 3.230, 22.5, 2.8, , , ," NORTH SEA "
1983-02-15, 15:26:36.0, 59.900, 4.600, , 2.4, , , ," NORWEGIAN COAST "
1983-02-17, 13:27:19.0, 61.000, 4.500, , 2.1, , , ," NORTH SEA "
1983-02-20, 02:29:57.4, 55.240, -3.480, 9.3, 1.5, , , ," MOFFAT,DUMF&GA "
1983-02-24, 04:19:47.1, 60.290, 1.900, 8.2, 3.0, , , ," NORTH SEA "
1983-02-25, 22:59:53.4, 56.870, -4.980, 2.9, 2.4, , , 3+ ," FT.WILLIAM,HIGHLAND "
1983-02-26, 02:04:31.0, 61.970, 2.200, 14.1, 2.0, , , ," NORTH SEA "
1983-03-02, 13:07:33.8, 54.280, -1.930, 0.4, 1.6, , , ," WENSLEYDALE,N.YORKS "
1983-03-03, 02:11:01.3, 55.840, -3.110, 10.2, 0.5, , , ," DALKEITH,MIDLOTHIAN "
1983-03-07, 03:33:57.9, 50.590, -4.290, 0.0, 0.8, , , ," LAUNCESTON,CORNWALL "
1983-03-08, 19:06:33.6, 59.630, 4.670, 15.0, 1.5, , , ," NORWEGIAN COAST "
1983-03-08, 19:36:42.6, 55.950, -5.650, 5.6, 2.4, , , 3+ ," LOCHGILPHEAD,ST'CLYDE "
1983-03-08, 20:34:44.5, 55.940, -5.690, 6.0, 2.0, , , 2+ ," LOCHGILPHEAD,ST'CLYDE "
1983-03-09, 10:43:14.5, 56.020, -5.870, 9.5, 1.8, , , ," LOCHGILPHEAD,ST'CLYDE "
1983-03-10, 02:28:05.4, 61.740, 2.790, 10.1, 2.5, , , ," NORTH SEA "
1983-03-10, 12:37:08.5, 62.100, 3.600, , 2.0, , , ," NORTH SEA "
1983-03-11, 07:26:01.6, 52.690, -1.010, 4.0, 2.3, , , ," LEICESTER "
1983-03-11, 18:53:44.2, 55.260, -3.410, 4.4, 2.3, , , 2+ ," MOFFAT,DUMF&GA "
1983-03-14, 04:45:52.8, 61.940, 1.010, 14.9, 1.9, , , ," NORTH SEA "
1983-03-15, 20:44:17.9, 54.840, -1.540, 7.1, 1.2, , , ," CHESTER LE STREET,DUR "
1983-03-16, 04:21:15.1, 52.990, -0.980, 5.0, 1.7, , , 2+ ," NOTTINGHAM "
1983-03-19, 10:21:50.7, 56.760, -3.480, 0.4, 1.1, , , ," PITLOCHRY,TAYSIDE "
1983-03-25, 16:25:29.0, 55.990, -4.060, 8.8, 0.9, , , ," KILSYTH,STRATHCLYDE "
1983-03-31, 02:13:43.8, 56.140, -3.020, 15.3, 0.6, , , ," KIRKCALDY BAY "
1983-03-31, 04:46:21.8, 61.450, 4.570, 14.3, 2.6, , , ," NORWEGIAN COAST "
1983-04-01, 14:51:24.0, 61.100, 4.600, , 1.6, , , ," NORWEGIAN COAST "
1983-04-04, 02:49:55.8, 55.860, -3.110, 6.8, 0.3, , , ," DALKEITH,MIDLOTHIAN "
1983-04-14, 01:16:41.9, 53.550, -2.640, 0.0, 1.2, , , 2+ ," WIGAN,MANCHESTER "
1983-04-15, 16:03:24.4, 55.230, -4.800, 1.6, 1.4, , , ," GIRVAN,STRATHCLYDE "
1983-04-17, 20:33:32.6, 61.970, 2.250, 15.0, 1.6, , , ," NORTH SEA "
1983-04-22, 02:50:18.4, 53.600, -2.650, 1.6, 1.3, , , 2+ ," WIGAN,MANCHESTER "
1983-04-23, 03:56:46.0, 55.850, -3.090, 5.0, 0.3, , , ," DALKEITH,MIDLOTHIAN "
1983-04-23, 09:16:49.2, 60.750, 2.380, 27.8, 1.5, , , ," NORTH SEA "
1983-04-26, 19:40:57.9, 53.520, -2.470, 0.0, 1.5, , , 2+ ," WIGAN,MANCHESTER "
1983-04-27, 15:40:26.0, 57.450, -5.170, 1.8, 2.2, , , ," LOCH MONAR,HIGHLAND "
1983-04-28, 14:55:17.7, 56.850, -4.910, 5.0, 1.4, , , ," FT.WILLIAM,HIGHLAND "
1983-04-29, 15:19:33.1, 55.350, -3.400, 6.4, 1.2, , , ," MOFFAT,DUMF&GA "
1983-05-08, 17:47:36.3, 61.210, 3.670, 8.1, 2.1, , , ," NORTH SEA "
1983-05-10, 01:20:06.3, 56.640, -5.560, 8.1, 2.0, , , ," STRONTIAN,HIGHLAND "
1983-05-13, 23:21:11.0, 55.870, -3.090, 2.3, 0.4, , , ," DALKEITH,MIDLOTHIAN "
1983-05-20, 01:03:43.8, 52.130, -2.750, 11.3, 0.1, , , ," WELLINGTON,HERFD&WOR "
1983-05-21, 08:40:25.7, 57.540, -5.200, 10.3, 2.0, , , ," KINLOCHEWE,HIGHLAND "
1983-06-01, 03:36:30.9, 55.860, -3.090, 8.7, 0.0, , , ," DALKEITH,MIDLOTHIAN "
1983-06-03, 02:02:20.8, 61.310, 3.390, 23.8, 1.7, , , ," NORTH SEA "
1983-06-08, 18:30:20.1, 60.050, 5.000, 15.0, 1.5, , , ," NORWEGIAN COAST "
1983-06-09, 05:33:33.0, 62.050, 3.330, 18.2, 2.6, , , ," NORTH SEA "
1983-06-09, 16:39:54.9, 50.580, -5.270, 4.9, 1.3, , , ," OFF TREVOSE HD.CORNWL "
1983-06-10, 14:15:37.7, 50.490, -4.820, 0.0, 0.8, , , ," WADEBRIDGE,CORNWALL "
1983-06-17, 23:51:05.5, 55.860, -3.100, 5.0, 0.2, , , ," DALKEITH,MIDLOTHIAN "
1983-06-28, 13:02:11.2, 52.120, -4.140, 4.0, 1.4, , , ," LAMPETER,DYFED "
1983-07-10, 07:41:11.2, 55.870, -3.100, 6.4, 0.2, , , ," DALKEITH,MIDLOTHIAN "
1983-07-12, 20:13:29.5, 55.860, -3.110, 2.5, 0.9, , , ," ROSEWELL,MIDLOTHIAN "
1983-07-12, 20:47:47.5, 58.830, 4.780, 15.0, 1.9, , , ," NORWEGIAN COAST "
1983-07-17, 23:32:26.1, 55.010, -3.000, 1.3, 1.5, , , ," LONGTOWN,DUMF&GA "
1983-07-22, 18:16:35.5, 55.860, -3.110, 5.7, 0.7, , , ," ROSEWELL,MIDLOTHIAN "
1983-07-23, 10:31:33.4, 52.030, -2.830, 24.5, 0.1, , , ," HEREFORD,HERFD&WOR "
1983-08-03, 18:11:45.6, 55.870, -3.140, 8.9, -0.3, , , ," LOANHEAD,MIDLOTHIAN "
1983-08-03, 23:34:03.2, 50.110, -5.170, 6.1, 0.5, , , ," CONSTANTINE,CORNWALL "
1983-08-08, 06:59:38.4, 57.330, -3.950, 8.0, 0.6, , , ," TOMATIN,HIGHLAND "
1983-08-08, 15:57:06.3, 61.800, 3.330, 15.0, 2.7, , , ," NORTH SEA "
1983-08-09, 02:55:57.7, 55.600, -3.450, 7.6, 1.2, , , ," BROUGHTON,BORDERS "
1983-08-09, 16:11:06.4, 55.860, -3.110, 6.5, 0.2, , , ," ROSEWELL,MIDLOTHIAN "
1983-08-10, 15:28:52.4, 56.130, -3.610, 6.1, 0.8, , , ," SALINE,FIFE "
1983-08-10, 18:05:26.0, 54.760, -2.180, 1.2, 1.8, , , ," ALLENHEADS,DURHAM "
1983-08-11, 16:53:27.7, 55.850, -3.130, 4.3, 0.4, , , ," ROSEWELL,MIDLOTHIAN "
1983-08-12, 16:00:02.7, 56.010, -2.890, 6.3, 1.0, , , ," ABERLADY,EASTLOTHIAN "
1983-08-12, 20:49:41.2, 55.960, -3.050, 2.7, 0.6, , , ," MUSSELBURGH,LOTHIAN "
1983-08-16, 04:24:57.6, 55.850, -3.130, 6.2, 0.4, , , ," ROSEWELL,MIDLOTHIAN "
1983-08-17, 10:54:36.7, 52.810, -3.660, 9.5, 1.6, , , ," S.LLANUWCHLLYN,GWYND "
1983-08-17, 21:41:28.4, 56.090, -3.560, 24.2, 0.8, , , ," OAKLEY,FIFE "
1983-08-20, 00:48:31.7, 51.770, -3.840, 1.9, 1.2, , , ," GLANAMAN,W.GLAMORGAN "
1983-08-22, 15:53:02.7, 56.160, -3.670, 16.8, 0.7, , , ," DOLLAR,CENTRAL "
1983-08-23, 10:38:39.1, 51.660, -3.050, 0.7, 1.1, , , ," CWMBRAN,GWENT "
1983-08-24, 19:49:12.5, 55.850, -3.130, 2.1, 1.1, , , ," ROSEWELL,MIDLOTHIAN "
1983-08-25, 01:41:16.5, 50.030, -5.100, 1.9, 0.0, , , ," COVERACK,CORNWALL "
1983-08-25, 22:08:10.8, 52.030, -2.690, 13.2, 0.9, , , ," HEREFORD,HERF&WOR "
1983-08-31, 15:28:18.7, 53.390, -1.800, 10.0, 2.2, , , ," EDALE,DERBYSHIRE "
1983-09-01, 05:39:42.9, 54.290, -3.190, 2.7, 1.8, , , ," ULVERSTON,CUMBRIA "
1983-09-02, 12:23:44.2, 56.110, -3.670, 0.1, 1.0, , , ," CLACKMANNAN,CENTRAL "
1983-09-02, 19:25:39.0, 55.850, -3.130, 2.5, 0.4, , , ," ROSEWELL,MIDLOTHIAN "
1983-09-04, 01:14:06.2, 50.070, -5.050, 7.4, -0.6, , , ," ST.KEVERNE,CORNWALL "
1983-09-05, 09:42:54.4, 51.530, -2.060, 5.0, 1.6, , , ," CHIPPENHAM,WILTSHIRE "
1983-09-09, 11:47:42.6, 53.290, -1.830, 6.3, 1.9, , , ," BUXTON,DERBYSHIRE "
1983-09-09, 15:01:36.7, 55.850, -3.130, 0.6, 0.9, , , ," ROSEWELL,MIDLOTHIAN "
1983-09-11, 21:46:29.0, 53.410, -6.930, , 0.8, , , ," ENFIELD (FELT III) "
1983-09-15, 14:32:43.3, 52.690, -4.010, 6.7, 2.4, , , ," DOLGELLAU,GWYNEDD "
1983-09-16, 23:35:58.6, 55.850, -3.120, 4.1, 0.6, , , ," ROSEWELL,MIDLOTHIAN "
1983-09-19, 10:14:07.6, 56.410, -3.340, 5.0, 0.8, , , ," NEW SCONE,TAYSIDE "
1983-09-20, 09:02:39.0, 55.810, -5.790, 0.0, 2.1, , , ," SOUND OF JURA "
1983-09-20, 15:14:04.0, 50.320, -2.720, 1.8, 2.1, , , ," ENGLISH CHANNEL "
1983-09-21, 08:23:27.3, 56.110, -5.050, 0.0, 1.6, , , ," DUNOON,STRATHCLYDE "
1983-09-22, 13:08:50.0, 56.690, -3.840, 0.0, 0.0, , , ," PITLOCHRY,TAYSIDE "
1983-09-26, 03:16:03.1, 55.220, -3.520, 7.1, 0.7, , , ," MOFFAT,DUMF&GA "
1983-09-26, 22:15:30.3, 55.870, -3.100, 4.3, 0.0, , , ," ROSEWELL,MIDLOTHIAN "
1983-09-27, 16:45:33.9, 50.270, -5.850, 3.9, 0.4, , , ," NW OF LAND'S END,CORN "
1983-09-28, 11:58:17.9, 54.810, -4.440, 15.0, 1.9, , , ," WIGTOWN,DUMF&GA "
1983-09-30, 17:43:27.4, 50.320, -5.030, 20.6, 0.8, , , ," TRURO,CORNWALL "
1983-10-01, 07:20:10.8, 49.610, -5.330, 5.0, 1.7, , , ," OFF LIZARD PT.CORNWL "
1983-10-01, 07:51:36.2, 60.270, 2.180, 15.0, 3.0, , , ," NORTH SEA "
1983-10-07, 07:30:46.9, 58.720, 2.230, 19.7, 2.3, , , ," NORTH SEA "
1983-10-10, 12:51:06.6, 54.980, -2.840, 2.3, 1.9, , , 3+ ," LONGTOWN,CUMBRIA "
1983-10-10, 12:53:33.5, 54.970, -2.860, 0.0, 1.4, , , ," LONGTOWN,CUMBRIA "
1983-10-10, 21:33:09.7, 51.660, -3.000, 0.0, 1.3, , , ," CWMBRAN,GWENT "
1983-10-12, 01:39:58.9, 54.040, -1.570, 28.9, 2.2, , , ," HARROGATE,N.YORKS "
1983-10-12, 18:53:24.3, 56.120, -3.600, 5.4, 0.4, , , ," NR.SALINE,FIFE "
1983-10-13, 10:50:12.9, 56.870, -4.250, 8.7, 2.2, , , ," DALNASPIDAL,TAYSIDE "
1983-10-13, 18:53:37.1, 52.950, -2.140, 0.0, 0.9, , , 2+ ," STOKE ON TRENT,STAFFS "
1983-10-13, 21:38:37.0, 55.850, -3.120, 0.5, 0.3, , , ," ROSEWELL,MIDLOTHIAN "
1983-10-14, 05:49:47.6, 55.860, -3.120, 1.2, 0.9, , , ," ROSEWELL,MIDLOTHIAN "
1983-10-14, 15:12:08.3, 55.330, -3.390, 0.0, 0.2, , , ," MOFFAT,DUMF&GA "
1983-10-15, 04:41:40.8, 55.860, -3.120, 5.9, 0.9, , , ," ROSEWELL,MIDLOTHIAN "
1983-10-16, 09:20:09.5, 56.290, -3.650, 0.6, 0.2, , , ," AUCHTERARDER,TAYSIDE "
1983-10-23, 12:00:11.1, 49.680, -5.940, 0.6, 2.2, , , ," SW OF LIZARD PT.CORNWL "
1983-10-23, 17:34:45.8, 59.320, 2.760, 21.4, 1.8, , , ," NORTH SEA "
1983-10-31, 03:09:04.0, 50.240, -4.770, 6.5, 0.8, , , ," NE DODMAN POINT "
1983-11-02, 04:03:35.8, 56.140, -3.570, 0.0, 0.1, , , ," SALINE,FIFE "
1983-11-02, 08:31:30.2, 59.630, 2.810, 20.5, 2.4, , , ," NORTH SEA "
1983-11-13, 02:02:35.7, 56.010, -4.230, 10.2, 0.9, , , ," LENNOXTOWN,ST'CLYDE "
1983-11-15, 21:44:53.0, 55.680, -3.300, 5.8, 1.8, , , 2+ ," NW OF PEEBLES,BORDERS "
1983-11-16, 14:21:19.9, 49.610, -5.930, 19.3, 1.5, , , ," OFF LIZARD PT,CORNWL "
1983-11-22, 12:11:44.6, 50.000, -5.100, 13.2, 0.9, , , ," COVERACK,CORNWALL "
1983-11-22, 19:03:01.5, 50.000, -5.090, 13.3, 0.4, , , ," COVERACK,CORNWALL "
1983-11-24, 18:26:00.6, 50.000, -5.090, 13.5, 0.0, , , ," COVERACK,CORNWALL "
1983-11-25, 03:51:58.4, 55.850, -3.210, 0.2, 0.9, , , ," PENICUIK,MIDLOTHIAN "
1983-11-28, 02:46:13.4, 53.560, -2.650, 6.9, 2.6, , , ," WIGAN,MANCHESTER "
1983-11-28, 13:48:11.4, 55.190, -1.740, 0.0, 1.8, , , ," ASHINGTON,N'UMBERLAND "
1983-12-01, 01:48:42.1, 55.850, -3.120, 0.2, 0.7, , , ," ROSEWELL,MIDLOTHIAN "
1983-12-02, 05:03:05.2, 55.860, -3.120, 3.7, 1.0, , , ," ROSEWELL,MIDLOTHIAN "
1983-12-04, 19:33:17.5, 56.120, -5.730, 6.8, 2.3, , , ," N. OF SOUND OF JURA "
1983-12-05, 00:56:15.8, 51.660, -3.080, 2.4, 1.2, , , ," CWMBRAN,GWENT "
1983-12-05, 00:56:30.2, 51.670, -2.780, 19.1, 0.7, , , ," CWMBRAN,GWENT "
1983-12-05, 20:23:26.6, 55.850, -3.150, 0.1, 1.0, , , ," ROSEWELL,MIDLOTHIAN "
1983-12-06, 23:39:01.7, 55.860, -3.120, 1.6, 0.5, , , ," ROSEWELL,MIDLOTHIAN "
1983-12-07, 02:09:21.9, 50.010, -6.040, 13.1, 1.3, , , ," OFF LAND'S END,CORNWL "
1983-12-07, 04:43:18.0, 61.850, 2.300, 15.0, 2.5, , , ," NORTH SEA "
1983-12-08, 10:05:27.6, 55.850, -3.160, 1.6, 1.1, , , ," ROSEWELL,MIDLOTHIAN "
1983-12-08, 12:44:27.2, 55.240, -3.450, 8.0, 2.3, , , 3+ ," BEATTOCK,DUMF&GA "
1983-12-11, 07:46:03.3, 61.350, 2.820, 22.2, 2.6, , , ," NORTH SEA "
1983-12-14, 00:26:34.5, 55.860, -3.090, 7.4, 1.2, , , ," ROSEWELL,MIDLOTHIAN "
1983-12-16, 02:27:59.3, 55.860, -3.120, 4.5, 0.4, , , ," ROSEWELL,MIDLOTHIAN "
1983-12-16, 12:52:53.5, 51.640, -2.840, 5.0, 0.6, , , ," CWMBRAN,GWENT "
1983-12-16, 19:51:34.5, 55.930, -3.080, 0.4, 1.0, , , ," MUSSELBURGH,LOTHIAN "
1983-12-16, 21:09:24.7, 62.880, 3.900, 23.1, 3.7, , , ," NORTH SEA "
1983-12-19, 13:34:19.5, 55.860, -3.150, 4.0, 0.5, , , ," ROSEWELL,MIDLOTHIAN "
1983-12-20, 05:08:49.6, 55.860, -3.120, 4.4, 1.0, , , ," ROSEWELL,MIDLOTHIAN "
1983-12-21, 04:49:26.4, 55.860, -3.140, 2.2, 0.8, , , ," ROSEWELL,MIDLOTHIAN "
1983-12-22, 13:01:33.5, 55.850, -3.140, 2.9, 0.9, , , ," ROSEWELL,MIDLOTHIAN "
1983-12-22, 13:34:19.1, 55.860, -3.120, 1.7, 0.5, , , 2+ ," ROSEWELL,MIDLOTHIAN "
1983-12-23, 03:06:19.8, 53.270, -1.600, 0.5, 2.0, , , ," CHESTERFIELD,DERBY "
1983-12-24, 01:53:45.5, 55.860, -3.140, 2.0, 0.8, , , ," ROSEWELL,MIDLOTHIAN "
1983-12-28, 08:59:47.8, 55.920, -3.070, 0.4, 1.2, , , ," MUSSELBURGH,LOTHIAN "
1983-12-29, 21:32:34.7, 56.330, -4.840, 0.1, 1.8, , , ," TYNDRUM,TAYSIDE "
1983-12-29, 21:51:46.7, 55.860, -3.060, 0.0, 1.1, , , ," DALKEITH,MIDLOTHIAN "
1983-12-30, 13:43:27.2, 50.110, -5.170, 5.7, 0.1, , , ," CONSTANTINE,CORNWALL "
1983-12-30, 15:44:21.1, 55.850, -3.120, 2.6, 1.1, , , ," ROSEWELL,MIDLOTHIAN "
1984-01-01, 21:15:55.0, 59.600, 5.000, , 2.7, , , ," NORWEGIAN COAST "
1984-01-04, 19:59:40.6, 51.680, -3.260, 0.2, 0.8, , , ," GELLIGAER,M GLAMORGAN "
1984-01-06, 09:51:12.9, 61.570, 3.240, 15.0, 1.8, , , ," NORTH SEA "
1984-01-13, 02:53:43.0, 61.700, 3.900, , 2.7, , , ," NORTH SEA "
1984-01-17, 17:42:39.6, 56.180, -4.840, 0.0, 1.6, , , ," NR ARROCHAR,HIGHLAND "
1984-01-20, 19:40:22.4, 51.700, -3.290, 17.7, 0.8, , , ," GELLIGAER,M GLAMORGAN "
1984-01-20, 19:45:12.6, 51.690, -3.330, 9.9, 0.8, , , ," GELLIGAER,M GLAMORGAN "
1984-01-24, 20:10:35.0, 55.200, -7.700, , 2.1, , , ," DUNFANAGHY, DONEGAL "
1984-01-26, 04:20:54.0, 61.360, 3.880, 12.1, 1.6, , , ," NORTH SEA "
1984-01-28, 11:58:00.1, 55.900, -2.690, 1.4, 0.8, , , ," LONGYESTER,LOTHIAN "
1984-01-29, 23:17:14.8, 51.410, -3.050, 0.9, 0.9, , , ," SEVERN ESTUARY "
1984-01-30, 12:14:55.4, 55.950, -3.070, 6.7, 0.9, , , ," MUSSELBURGH,LOTHIAN "
1984-01-30, 21:30:20.6, 55.850, -3.120, 2.5, 1.0, , , ," ROSEWELL,LOTHIAN "
1984-02-02, 23:51:12.0, 61.100, 3.600, , , , , ," NORTH SEA "
1984-02-05, 11:08:17.5, 60.910, 3.390, 15.7, 2.2, , , ," NORTH SEA "
1984-02-09, 13:03:51.1, 52.120, -3.180, 20.7, -0.1, , , ," PAINSCASTLE,POWYS "
1984-02-09, 14:02:11.5, 52.850, -2.150, 5.0, 1.3, , , ," WESTON,STAFFORDSHIRE "
1984-02-10, 07:52:40.0, 55.970, -5.370, 5.0, 1.4, , , ," LOCH FYNE,STRATHCLYDE "
1984-02-11, 21:58:40.1, 62.010, 1.040, 15.0, 1.6, , , ," NORTH SEA "
1984-02-14, 10:42:14.6, 62.080, 2.160, 16.9, 3.5, , , ," NORTH SEA "
1984-02-16, 10:15:46.4, 55.100, -3.610, 2.3, 2.7, , , 4 ," DUMFRIES,D & G "
1984-02-20, 19:24:49.2, 55.860, -3.120, 2.4, 1.1, , , 2+ ," ROSEWELL,LOTHIAN "
1984-02-21, 17:49:41.9, 56.140, -3.570, 2.3, 1.6, , , ," BALGONAR,FIFE "
1984-02-25, 16:51:19.9, 60.100, 2.200, 15.0, 1.7, , , ," NORTH SEA "
1984-02-28, 01:16:26.8, 55.240, -3.470, 2.9, 0.7, , , ," ST ANNS,DUM&GA "
1984-03-01, 08:34:18.9, 52.110, -2.460, 14.3, 1.4, , , ," FROMES HILL,HER&WORC "
1984-03-01, 13:24:58.0, 60.100, 4.900, , , , , ," NORWEGIAN COAST "
1984-03-01, 15:41:41.0, 60.100, 5.000, , , , , ," NORWEGIAN COAST "
1984-03-06, 12:29:21.8, 52.030, -2.540, 6.6, 0.9, , , ," RUSHALL,HEREFORD&WORC "
1984-03-12, 16:41:06.0, 57.440, -4.170, 7.0, 0.7, , , ," SE OF INVERNESS,HIGH "
1984-03-15, 05:28:15.7, 55.230, -3.330, 3.6, 0.2, , , ," JOHNST'BRIDGE,DUMF&GA "
1984-03-15, 05:28:20.1, 55.240, -3.290, 2.8, 0.0, , , ," JOHNST'BRIDGE,DUMF&GA "
1984-03-22, 12:09:56.5, 53.300, -0.950, 25.8, 3.2, , , 3+ ," EAST RETFORD,NOTTS "
1984-03-28, 00:46:24.1, 50.110, -5.170, 7.4, -0.6, , , ," CONSTANTINE,CORNWALL "
1984-03-28, 06:18:14.7, 60.350, 1.370, 5.5, 1.6, , , ," NORTH SEA "
1984-04-02, 03:07:11.5, 61.380, 2.530, 21.1, 1.9, , , ," NORTH SEA "
1984-04-03, 14:26:59.8, 50.680, -2.540, 2.7, 2.3, , , ," NR WEYMOUTH,DORSET "
1984-04-03, 14:27:13.1, 50.620, -2.480, 11.8, 2.9, , , ," NR WEYMOUTH,DORSET "
1984-04-09, 09:46:56.7, 61.990, 3.930, 2.3, 1.7, , , ," NORTH SEA "
1984-04-09, 11:18:48.3, 61.870, 4.100, 15.0, 2.4, , , ," NORTH SEA "
1984-04-10, 06:25:49.7, 57.390, -5.390, 2.7, 0.1, , , ," ATTADALE FRST,HIGHLAND "
1984-04-10, 21:31:16.0, 61.270, 2.200, 34.7, 1.4, , , ," NORTH SEA "
1984-04-11, 00:20:49.1, 57.400, -5.390, 3.4, 1.1, , , ," ATTADALE FRST,HIGHLAND "
1984-04-13, 01:07:57.7, 57.850, -5.430, 12.4, 1.8, , , ," NR GRUINARD BAY,HIGH "
1984-04-15, 21:05:34.8, 52.419, -3.225, 10.6, 3.3, , , 5 ," FELINDRE,POWYS "
1984-04-16, 23:27:51.7, 61.880, 4.880, 15.0, 1.3, , , ," NORWEGIAN COAST "
1984-04-17, 15:16:04.7, 61.420, 4.000, 16.5, 1.4, , , ," NORTH SEA "
1984-04-19, 22:57:13.6, 56.840, -4.970, 6.8, 1.8, , , ," LEANACHAN FRST,HIGH "
1984-04-20, 00:32:03.3, 57.720, -5.480, 9.1, 1.6, , , ," LOCH MAREE,HIGHLAND "
1984-04-20, 03:20:34.0, 57.690, -5.440, 10.2, 1.4, , , ," LOCH MAREE,HIGHLAND "
1984-04-20, 21:59:48.9, 51.360, -3.280, 12.8, 1.2, , , ," OFF BARRY,S GLAMORGAN "
1984-04-29, 12:50:28.6, 54.120, -2.390, 5.0, 1.4, , , ," CLAPHAM,LANCASHIRE "
1984-04-30, 14:38:44.8, 54.400, -2.660, 9.9, 2.2, , , ," WHINFELL BEACON,CUM "
1984-05-03, 17:15:22.3, 53.320, -4.760, 13.0, 1.3, , , ," WEST OF ANGLESEY "
1984-05-11, 06:48:35.6, 55.240, -3.440, 2.8, -0.2, , , ," J'ST'BRIDGE,DUMF&GA "
1984-05-12, 03:27:46.5, 55.230, -3.430, 0.0, 0.3, , , ," J'ST'BRIDGE,DUMF&GA "
1984-05-17, 23:13:00.5, 57.710, -5.450, 5.0, 2.1, , , ," LOCH MAREE,HIGHLAND "
1984-05-20, 09:58:38.4, 54.140, -1.690, 0.0, 1.4, , , ," W OF RIPON,N YORKS "
1984-05-26, 05:07:55.0, 55.030, -2.850, 8.0, 1.0, , , ," LONGTOWN,CUMBRIA "
1984-05-26, 07:29:32.2, 61.170, 4.220, 13.7, 1.3, , , ," NORTH SEA "
1984-05-26, 20:46:05.1, 61.660, 4.040, 13.1, 1.4, , , ," NORTH SEA "
1984-05-26, 22:37:59.5, 61.320, 3.500, 20.2, 2.1, , , ," NORTH SEA "
1984-05-28, 09:05:27.0, 52.900, -5.100, , 1.9, , , ," MID IRISH SEA "
1984-05-30, 02:53:59.4, 52.871, -1.125, 17.8, 3.0, , , 5 ," NOTTINGHAM "
1984-06-04, 14:16:59.5, 53.790, -0.900, 10.4, 3.0, , , ," SELBY,N.YORKS "
1984-06-14, 22:38:22.0, 52.100, -7.700, , 1.0, , , ," DUNGARVAN "
